Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type
34192,62801,TCP,1217,Control,HTTP
18627,20359,UDP,970,Control,DNS
7062,1041,ICMP,1253,Data,DNS
33705,56188,TCP,774,Data,DNS
3196,41583,TCP,577,Data,DNS
60569,57359,UDP,623,Control,HTTP
9931,22088,UDP,1134,Control,HTTP
1278,63149,UDP,1288,Control,FTP
51403,41924,ICMP,742,Control,FTP
32699,56959,TCP,968,Data,DNS
2916,31688,TCP,157,Control,DNS
22408,45054,UDP,841,Control,HTTP
6125,3567,UDP,505,Control,HTTP
65139,48239,ICMP,1014,Data,HTTP
62877,6871,TCP,482,Control,HTTP
2879,28918,ICMP,1042,Data,FTP
23956,14810,ICMP,737,Control,DNS
24270,32887,TCP,681,Data,HTTP
33363,20031,ICMP,1019,Control,FTP
6858,30700,TCP,918,Data,HTTP
6294,5190,UDP,1489,Data,FTP
31366,10979,TCP,1334,Data,DNS
6287,39324,ICMP,1480,Data,FTP
23426,21665,ICMP,437,Control,FTP
50335,1802,UDP,662,Data,HTTP
2540,48961,TCP,148,Control,HTTP
41971,21744,UDP,323,Control,FTP
23268,19474,ICMP,1325,Control,FTP
61029,59899,TCP,247,Data,FTP
51647,47032,ICMP,1344,Data,FTP
5704,24374,TCP,416,Data,DNS
46797,1589,TCP,307,Data,FTP
17118,49463,ICMP,326,Data,HTTP
49963,48173,ICMP,1095,Control,HTTP
14115,30158,TCP,1191,Data,FTP
45415,39111,ICMP,1416,Control,FTP
64451,13982,ICMP,642,Control,DNS
17721,49483,TCP,924,Data,HTTP
27157,38359,UDP,1334,Control,HTTP
23755,29443,UDP,273,Control,HTTP
49473,15962,ICMP,1031,Control,FTP
6273,34508,ICMP,1187,Data,FTP
65521,45643,UDP,406,Control,FTP
53209,2501,UDP,1440,Data,DNS
16518,38645,TCP,1364,Control,HTTP
1089,52419,TCP,818,Data,HTTP
38780,53350,UDP,152,Control,FTP
17680,63472,UDP,1159,Data,DNS
51623,7972,UDP,1411,Control,HTTP
34990,42887,UDP,117,Data,DNS
29935,40535,UDP,811,Data,HTTP
64933,54151,ICMP,164,Control,FTP
43151,26147,TCP,444,Control,FTP
30266,22421,ICMP,328,Control,HTTP
54595,37467,ICMP,219,Control,DNS
35157,7108,TCP,1368,Data,FTP
10127,18964,ICMP,91,Data,FTP
24055,39484,TCP,129,Control,FTP
53507,30310,UDP,398,Data,HTTP
32868,52247,ICMP,486,Data,FTP
22210,34947,TCP,1001,Control,HTTP
60476,39637,TCP,965,Data,DNS
42357,11166,UDP,1149,Control,FTP
6236,1150,ICMP,1412,Control,DNS
62621,55342,ICMP,501,Control,DNS
32324,33085,ICMP,360,Data,HTTP
57909,52486,ICMP,581,Control,HTTP
22407,7037,UDP,697,Control,HTTP
62860,30567,TCP,899,Data,FTP
63416,25558,UDP,826,Control,FTP
24095,30014,UDP,845,Control,HTTP
52780,59487,ICMP,152,Data,HTTP
14136,57069,UDP,189,Control,FTP
22762,2763,TCP,205,Data,DNS
56969,58098,ICMP,1316,Data,DNS
11433,28207,TCP,773,Control,HTTP
25979,55831,TCP,157,Control,FTP
31845,27083,UDP,609,Control,FTP
41678,65047,ICMP,172,Control,DNS
20659,63143,UDP,343,Data,DNS
22737,9545,ICMP,369,Data,DNS
42913,43185,TCP,422,Data,HTTP
22717,32506,TCP,908,Control,HTTP
16244,62756,ICMP,728,Data,HTTP
15051,15992,UDP,900,Control,FTP
25865,62957,ICMP,478,Control,DNS
19692,64778,ICMP,755,Data,HTTP
33596,42983,UDP,301,Data,DNS
9935,40705,TCP,998,Data,HTTP
41942,43446,TCP,1500,Data,DNS
13888,59815,ICMP,840,Control,FTP
12472,57746,ICMP,886,Control,FTP
9116,47745,UDP,410,Data,HTTP
39163,52962,ICMP,1365,Control,HTTP
9102,38895,TCP,579,Data,DNS
10055,55367,ICMP,1343,Data,HTTP
2737,26478,UDP,986,Data,HTTP
11006,42578,TCP,291,Data,FTP
26036,19565,UDP,1053,Data,HTTP
25356,38082,ICMP,477,Control,DNS
41594,53864,ICMP,833,Control,DNS
3445,5609,TCP,1172,Data,HTTP
64455,17747,ICMP,836,Data,FTP
47603,30278,TCP,251,Control,FTP
59242,52745,ICMP,1032,Control,FTP
62830,53170,UDP,912,Control,DNS
37507,59701,UDP,297,Control,DNS
2357,23671,UDP,592,Data,FTP
20913,29318,ICMP,1339,Control,HTTP
8715,19279,ICMP,1248,Control,FTP
50419,2188,UDP,873,Control,HTTP
17401,11069,TCP,1161,Control,HTTP
3070,20379,UDP,453,Data,HTTP
46251,14018,TCP,126,Data,FTP
19721,27264,UDP,565,Control,DNS
47776,16064,ICMP,677,Control,FTP
48141,23110,UDP,1382,Data,FTP
20521,56715,TCP,1000,Data,DNS
60360,33025,ICMP,218,Control,DNS
19053,14485,UDP,465,Data,HTTP
12350,41709,TCP,137,Control,DNS
20300,17703,TCP,270,Control,HTTP
44763,12377,TCP,369,Data,FTP
35453,24291,TCP,725,Data,DNS
63567,6255,UDP,1054,Control,FTP
21213,8695,UDP,349,Data,DNS
13500,26698,UDP,832,Data,FTP
4491,65094,TCP,1170,Data,HTTP
49981,51963,ICMP,685,Control,DNS
25018,10922,UDP,71,Control,FTP
65411,1533,ICMP,305,Control,HTTP
41491,25883,UDP,519,Data,HTTP
32746,35516,UDP,289,Data,HTTP
47899,39554,TCP,1249,Control,HTTP
15631,38479,ICMP,1458,Data,DNS
11746,58222,ICMP,829,Control,DNS
28424,53731,TCP,684,Data,HTTP
28320,20198,UDP,621,Data,HTTP
31194,51122,UDP,101,Data,FTP
46209,31367,TCP,1361,Data,FTP
62305,19240,TCP,740,Control,FTP
1381,55773,ICMP,630,Control,FTP
57735,3087,ICMP,828,Data,HTTP
2606,16797,UDP,450,Data,FTP
33856,48405,UDP,1476,Control,FTP
23629,8371,ICMP,1120,Data,FTP
63445,56800,ICMP,734,Control,DNS
55998,19557,UDP,589,Data,HTTP
46750,59109,ICMP,372,Control,FTP
39764,1628,UDP,800,Data,FTP
34358,30199,UDP,214,Control,FTP
26695,56307,UDP,292,Data,DNS
44575,2095,ICMP,699,Control,FTP
63360,29131,TCP,580,Data,DNS
4349,21057,UDP,71,Data,HTTP
65348,41518,UDP,1091,Data,DNS
34267,38131,TCP,1063,Data,HTTP
35423,15177,TCP,1181,Control,DNS
53225,10239,TCP,977,Control,DNS
56130,50052,ICMP,582,Control,DNS
29822,32706,UDP,1485,Control,DNS
54334,4575,TCP,1135,Control,DNS
57190,35507,UDP,566,Control,FTP
28154,44754,TCP,300,Control,DNS
37388,61230,UDP,456,Control,FTP
45987,55571,UDP,168,Control,HTTP
2586,11028,ICMP,331,Data,HTTP
48896,46998,TCP,1316,Data,DNS
10473,40431,ICMP,1354,Control,HTTP
31225,14721,UDP,1095,Data,HTTP
61030,45773,ICMP,854,Data,DNS
58062,55833,UDP,425,Control,HTTP
53580,43494,ICMP,1105,Control,HTTP
16805,43778,ICMP,819,Data,HTTP
34791,58983,UDP,1122,Data,DNS
54100,37887,TCP,1286,Data,HTTP
31556,12941,TCP,562,Control,DNS
54645,44815,TCP,625,Control,HTTP
32912,38583,ICMP,836,Data,DNS
45727,50772,ICMP,141,Data,DNS
34025,40287,UDP,945,Data,FTP
11868,39861,UDP,1411,Control,FTP
9065,4270,ICMP,989,Data,FTP
59381,55339,UDP,606,Control,FTP
32156,42520,UDP,1102,Data,DNS
19481,44896,TCP,963,Control,FTP
26260,3331,ICMP,925,Control,FTP
18500,4572,TCP,824,Control,FTP
43309,56466,ICMP,64,Control,HTTP
12756,55228,TCP,222,Data,DNS
63613,26547,UDP,377,Data,DNS
38197,16334,TCP,987,Data,FTP
40131,24373,UDP,1036,Data,FTP
57107,56429,ICMP,659,Data,HTTP
52924,39834,UDP,1031,Control,HTTP
36844,22934,TCP,1436,Data,HTTP
21867,13317,ICMP,761,Control,HTTP
7540,32925,ICMP,136,Data,FTP
46896,34023,TCP,287,Data,FTP
48843,31088,TCP,390,Data,DNS
18573,22301,UDP,1143,Data,DNS
29139,54612,UDP,1377,Data,HTTP
34044,10584,ICMP,232,Data,FTP
16204,1072,UDP,695,Data,HTTP
17586,25956,ICMP,385,Data,HTTP
61901,20723,UDP,66,Control,DNS
40558,45196,TCP,1249,Control,DNS
29877,17890,UDP,1167,Data,FTP
27383,19168,UDP,171,Control,FTP
16382,13846,UDP,551,Data,DNS
18874,23255,ICMP,490,Data,HTTP
49917,9317,UDP,1466,Control,FTP
35114,2360,TCP,182,Control,DNS
24712,12193,ICMP,138,Data,DNS
18217,7462,ICMP,1050,Data,FTP
26684,46974,UDP,1158,Control,FTP
12310,41035,TCP,731,Data,FTP
25546,23169,ICMP,1401,Data,FTP
56914,59791,UDP,612,Control,HTTP
59259,32813,TCP,409,Data,FTP
6240,57306,UDP,843,Control,DNS
52277,57857,UDP,1006,Data,DNS
13979,21189,UDP,1429,Control,HTTP
41443,58607,ICMP,1334,Data,FTP
36179,56378,TCP,1006,Data,DNS
21961,11451,UDP,782,Control,DNS
51746,9096,TCP,1468,Control,FTP
64137,61815,TCP,1078,Data,FTP
24375,59352,ICMP,476,Data,DNS
2395,8198,TCP,808,Data,FTP
46062,42550,TCP,1323,Data,FTP
11215,13491,UDP,133,Data,FTP
24151,22012,ICMP,770,Control,DNS
60771,31831,UDP,676,Control,HTTP
23382,16915,ICMP,72,Data,FTP
2496,36808,UDP,722,Control,HTTP
54232,11766,TCP,1011,Control,DNS
59093,30263,TCP,590,Control,FTP
49930,50169,TCP,1119,Control,DNS
54995,28199,TCP,679,Data,HTTP
10316,64214,UDP,1285,Control,FTP
37604,20114,UDP,408,Data,HTTP
15787,6748,ICMP,496,Control,DNS
24980,38377,ICMP,798,Control,FTP
55873,18103,ICMP,1009,Control,DNS
47525,61376,ICMP,937,Control,FTP
51455,3855,UDP,734,Control,HTTP
7663,55213,ICMP,314,Control,DNS
53007,44525,TCP,1391,Control,DNS
64729,56461,UDP,713,Data,HTTP
46280,64703,UDP,358,Data,DNS
7981,22710,UDP,1100,Control,DNS
61970,34367,ICMP,302,Data,HTTP
58147,11748,TCP,1272,Data,HTTP
58499,23022,UDP,632,Control,DNS
39500,57718,TCP,862,Data,HTTP
1500,25042,ICMP,706,Control,FTP
28629,21842,ICMP,832,Control,FTP
7265,26207,UDP,1158,Control,FTP
49891,21190,ICMP,267,Control,DNS
4850,19665,UDP,275,Control,HTTP
24367,39234,UDP,346,Data,FTP
1917,14359,UDP,100,Data,HTTP
42041,8123,UDP,729,Control,HTTP
47102,6376,UDP,278,Control,FTP
52295,37987,UDP,1123,Data,DNS
47770,32413,ICMP,864,Data,HTTP
24606,19292,TCP,334,Control,DNS
5875,13875,TCP,609,Data,DNS
13072,47866,UDP,783,Data,FTP
12462,58723,TCP,1453,Control,HTTP
58242,58076,TCP,76,Data,DNS
38311,42473,TCP,968,Control,FTP
41130,41911,ICMP,758,Control,HTTP
48183,10677,ICMP,328,Data,HTTP
27516,40812,ICMP,1448,Control,FTP
10368,6809,TCP,476,Control,HTTP
59588,37139,ICMP,1197,Data,DNS
62404,21013,UDP,1010,Control,HTTP
4446,4190,UDP,1395,Control,HTTP
24285,35042,ICMP,528,Data,DNS
42481,37679,TCP,1199,Data,FTP
42210,17038,UDP,1004,Data,DNS
2814,26326,TCP,690,Control,FTP
59613,63339,UDP,1397,Control,DNS
7907,5404,TCP,552,Data,FTP
16977,24671,TCP,588,Data,FTP
45423,31429,TCP,128,Data,DNS
19646,54585,UDP,966,Control,FTP
25658,20998,TCP,789,Control,DNS
50276,46639,UDP,1495,Control,DNS
10712,22370,ICMP,84,Control,DNS
47954,19458,ICMP,824,Data,DNS
12254,10840,TCP,401,Control,DNS
30334,51324,TCP,1070,Control,HTTP
43349,2040,ICMP,195,Control,HTTP
28755,2886,ICMP,465,Data,DNS
42363,46554,UDP,72,Control,DNS
62396,20863,ICMP,385,Control,FTP
10570,39646,UDP,574,Control,FTP
32244,29538,ICMP,270,Control,DNS
41170,7378,TCP,1016,Control,HTTP
34831,12196,UDP,547,Control,DNS
56283,22694,UDP,1298,Data,FTP
19870,50488,UDP,231,Control,FTP
42877,19760,UDP,409,Data,DNS
7499,42782,TCP,1297,Control,DNS
21221,38437,ICMP,1270,Control,FTP
58093,30243,ICMP,931,Control,HTTP
48971,43400,ICMP,593,Data,HTTP
28688,31051,UDP,685,Data,DNS
12871,32720,ICMP,945,Data,HTTP
53794,42188,ICMP,1229,Data,DNS
56808,35774,ICMP,476,Control,DNS
45591,8580,UDP,1319,Data,HTTP
48151,35411,ICMP,1096,Control,FTP
25334,10045,UDP,873,Data,DNS
27025,49000,UDP,347,Data,DNS
55089,57123,ICMP,729,Control,FTP
11038,49304,ICMP,1033,Control,DNS
17091,41726,UDP,108,Data,HTTP
59591,20586,ICMP,723,Data,DNS
31108,59275,TCP,764,Control,DNS
31735,65528,UDP,578,Data,DNS
39240,25287,ICMP,924,Control,FTP
11574,35529,TCP,1272,Control,FTP
47625,5373,ICMP,1084,Data,HTTP
14424,18790,TCP,109,Data,FTP
5905,32805,ICMP,980,Data,DNS
12366,24905,TCP,1305,Control,DNS
16632,40525,UDP,968,Control,HTTP
38779,44631,TCP,629,Control,DNS
62198,30363,UDP,931,Data,DNS
4606,28680,ICMP,81,Data,FTP
38324,13561,TCP,1365,Data,HTTP
58676,9769,TCP,485,Data,DNS
28370,13645,UDP,881,Control,FTP
4563,29918,ICMP,244,Control,DNS
60020,39096,UDP,1304,Control,HTTP
14030,2364,UDP,1027,Data,HTTP
16314,14791,UDP,957,Data,FTP
52710,26630,ICMP,1048,Data,DNS
48679,26923,ICMP,1273,Data,HTTP
58918,30896,UDP,1198,Data,FTP
6907,60504,UDP,717,Data,HTTP
11107,7770,ICMP,547,Control,FTP
13012,36466,ICMP,953,Control,HTTP
49780,48964,TCP,1072,Control,DNS
32419,18489,UDP,452,Control,HTTP
54130,44419,TCP,88,Data,HTTP
13596,25402,TCP,313,Data,FTP
3857,23527,UDP,1386,Control,DNS
54747,8912,ICMP,371,Control,DNS
16655,58210,UDP,872,Data,HTTP
45603,52995,UDP,1205,Data,FTP
34760,24721,UDP,1393,Control,DNS
52006,40893,ICMP,772,Data,FTP
47754,56922,TCP,774,Control,DNS
17678,39514,UDP,827,Control,HTTP
64220,4242,TCP,1151,Data,FTP
15876,17628,TCP,252,Control,FTP
14940,38840,TCP,1386,Control,DNS
46687,8630,ICMP,555,Control,HTTP
43029,22402,ICMP,521,Control,FTP
22502,15105,ICMP,1145,Control,FTP
22056,27729,TCP,703,Data,HTTP
7999,60296,TCP,1423,Data,DNS
35002,25159,UDP,138,Data,DNS
40246,35250,ICMP,829,Data,FTP
49875,8224,ICMP,781,Control,FTP
7915,41155,TCP,706,Control,DNS
23051,23937,UDP,1048,Data,HTTP
17830,23497,UDP,1441,Control,DNS
20457,2133,TCP,423,Control,HTTP
23903,6534,ICMP,441,Data,DNS
41876,9265,UDP,598,Control,DNS
30061,45527,ICMP,1107,Data,HTTP
60984,47039,ICMP,1420,Control,HTTP
62684,65361,TCP,1368,Control,DNS
56317,9699,TCP,462,Control,HTTP
53661,39179,ICMP,1247,Control,HTTP
12376,13759,TCP,181,Data,HTTP
31224,38849,TCP,1132,Data,HTTP
1398,25337,UDP,297,Data,HTTP
50709,12081,ICMP,941,Data,HTTP
52669,32743,TCP,686,Control,FTP
41398,34297,UDP,522,Data,DNS
6311,39498,TCP,733,Data,HTTP
42838,36907,TCP,1340,Data,HTTP
27849,61699,TCP,764,Data,FTP
18027,49514,UDP,130,Control,DNS
48268,53756,TCP,663,Control,DNS
36871,10390,TCP,1415,Data,HTTP
11617,13416,TCP,439,Control,DNS
15015,46356,UDP,1240,Control,DNS
38226,11172,UDP,1331,Data,HTTP
31155,27801,ICMP,771,Control,HTTP
32579,50859,TCP,735,Control,DNS
25303,21009,TCP,1222,Control,DNS
38376,18662,ICMP,1083,Data,DNS
23049,24585,ICMP,1452,Data,FTP
12992,57889,ICMP,499,Data,HTTP
64644,55376,ICMP,953,Data,FTP
38230,6507,ICMP,745,Control,HTTP
39789,45863,UDP,1467,Control,FTP
1505,28882,TCP,689,Control,DNS
63898,48640,UDP,1442,Control,FTP
50409,36013,ICMP,191,Control,HTTP
13061,50482,TCP,1138,Control,DNS
59025,44996,ICMP,468,Data,FTP
62993,52256,ICMP,959,Control,DNS
21054,24934,UDP,1192,Control,HTTP
7878,28548,UDP,567,Data,HTTP
35723,48647,ICMP,1081,Control,DNS
34475,41414,TCP,981,Control,HTTP
27257,31704,ICMP,201,Control,FTP
62559,32803,UDP,922,Data,HTTP
26896,23272,ICMP,1055,Data,DNS
21003,60049,ICMP,380,Data,FTP
13215,58472,UDP,710,Control,DNS
60231,13373,ICMP,1253,Data,HTTP
48680,39087,TCP,1022,Data,DNS
5579,56664,UDP,780,Control,DNS
32751,56606,ICMP,1388,Data,HTTP
5644,27204,UDP,1268,Control,HTTP
38274,56449,ICMP,1246,Control,FTP
42991,41971,TCP,567,Data,HTTP
36016,38571,UDP,538,Control,HTTP
37070,62773,UDP,919,Data,DNS
48406,25862,UDP,1470,Control,DNS
58897,15893,ICMP,174,Control,FTP
13908,19822,TCP,235,Data,DNS
2516,65052,ICMP,481,Control,FTP
38557,14952,UDP,304,Control,FTP
52649,65058,TCP,486,Data,DNS
45565,59061,ICMP,272,Control,HTTP
30067,12145,ICMP,330,Data,HTTP
45987,17963,UDP,651,Control,DNS
52012,56445,UDP,95,Data,FTP
59402,45982,ICMP,1391,Data,FTP
39444,57626,ICMP,1381,Control,FTP
2340,56553,TCP,373,Data,HTTP
58741,33614,TCP,1272,Data,HTTP
37956,63493,UDP,133,Control,DNS
6495,45945,UDP,959,Data,DNS
41110,41561,ICMP,1433,Control,FTP
26376,64565,UDP,969,Control,HTTP
31067,46755,TCP,770,Data,DNS
33548,31858,UDP,947,Data,FTP
14791,11072,TCP,1010,Control,DNS
1201,43685,TCP,94,Data,DNS
56123,45765,TCP,332,Control,HTTP
39843,65217,ICMP,868,Control,DNS
38736,59097,TCP,983,Data,HTTP
33160,51014,UDP,490,Data,HTTP
42866,12078,ICMP,113,Data,HTTP
25491,57899,TCP,350,Control,DNS
19020,47135,TCP,548,Control,DNS
38217,48969,TCP,504,Control,FTP
10841,48201,ICMP,639,Control,HTTP
52283,58403,UDP,1049,Data,DNS
20515,62775,TCP,346,Data,HTTP
29896,2860,TCP,612,Data,FTP
42557,14605,TCP,759,Control,HTTP
29737,28639,TCP,68,Data,FTP
28686,17414,TCP,1267,Data,FTP
1244,35475,UDP,296,Control,DNS
13891,33064,TCP,468,Data,HTTP
50614,63487,ICMP,1068,Control,HTTP
51457,56645,TCP,614,Data,FTP
30009,35319,UDP,771,Control,FTP
62307,12887,ICMP,1345,Data,DNS
63151,7219,UDP,631,Control,HTTP
15281,34929,ICMP,1235,Control,DNS
13300,63408,TCP,778,Data,FTP
33424,29901,UDP,261,Control,DNS
29624,5944,UDP,328,Control,DNS
3839,44241,UDP,766,Data,HTTP
49633,33820,UDP,1182,Control,HTTP
20299,27970,TCP,1234,Control,HTTP
23838,47214,TCP,1005,Control,HTTP
17268,41260,ICMP,348,Data,FTP
23058,45431,TCP,862,Data,FTP
10879,40777,UDP,644,Control,FTP
25766,8220,TCP,1451,Data,HTTP
35915,42444,UDP,215,Data,DNS
41674,19250,TCP,144,Data,DNS
16101,40733,UDP,1057,Data,HTTP
41768,36415,TCP,134,Control,FTP
25887,3356,ICMP,971,Control,DNS
20371,29768,TCP,379,Control,FTP
46673,48352,UDP,1074,Control,HTTP
48294,4805,UDP,965,Control,FTP
49497,12863,UDP,1204,Control,DNS
15909,6899,UDP,621,Control,HTTP
36239,56368,TCP,1011,Data,DNS
30872,49506,UDP,885,Control,DNS
16591,14420,UDP,608,Control,FTP
21851,1744,ICMP,816,Control,HTTP
46414,32740,TCP,1490,Data,DNS
65513,21972,ICMP,1300,Data,HTTP
65008,60899,ICMP,1320,Control,HTTP
30341,16563,TCP,242,Data,HTTP
5012,37401,ICMP,762,Control,DNS
7227,43253,UDP,206,Data,HTTP
47938,19232,ICMP,1491,Control,HTTP
15184,47169,TCP,730,Data,DNS
17183,58460,ICMP,614,Data,DNS
14477,31831,ICMP,635,Data,FTP
29986,5039,ICMP,1456,Control,HTTP
40185,64372,UDP,313,Data,HTTP
58124,11775,ICMP,65,Control,HTTP
29034,1712,ICMP,452,Data,HTTP
8275,6187,ICMP,644,Control,DNS
10554,22831,ICMP,69,Data,HTTP
21395,51942,UDP,925,Data,DNS
55588,17712,TCP,716,Control,DNS
62267,30404,TCP,533,Control,DNS
57981,1226,TCP,1109,Control,FTP
5023,49354,UDP,1352,Data,HTTP
61570,21252,ICMP,466,Control,DNS
11888,52340,TCP,919,Data,DNS
35841,22426,TCP,1101,Data,FTP
44649,58968,UDP,140,Control,DNS
38693,14473,UDP,589,Control,HTTP
32231,26253,UDP,1050,Data,FTP
6253,26882,TCP,690,Control,FTP
42796,13841,ICMP,413,Data,HTTP
18787,23640,TCP,1491,Control,DNS
32633,52175,ICMP,952,Data,DNS
35227,8340,ICMP,1490,Control,FTP
7701,33470,UDP,743,Control,DNS
17613,26163,ICMP,1320,Data,HTTP
54634,11303,TCP,1053,Data,FTP
12747,42163,TCP,761,Control,FTP
39067,51189,ICMP,679,Data,HTTP
38765,4674,TCP,249,Data,FTP
37009,18787,TCP,696,Data,HTTP
63755,47193,TCP,1156,Control,HTTP
2520,10798,TCP,976,Data,FTP
29408,9330,ICMP,166,Data,FTP
62014,64630,UDP,502,Data,FTP
31058,24134,ICMP,331,Data,DNS
10534,35204,TCP,1295,Data,FTP
2782,14460,TCP,907,Control,FTP
1796,64777,ICMP,536,Data,HTTP
56952,46109,UDP,379,Data,HTTP
47974,23766,UDP,770,Data,HTTP
7044,11294,UDP,847,Control,FTP
36059,14758,TCP,1310,Data,HTTP
20688,52710,UDP,1377,Control,FTP
23889,43229,TCP,885,Data,FTP
20887,2696,UDP,350,Data,HTTP
51587,56697,TCP,1257,Data,HTTP
22505,39506,ICMP,402,Data,DNS
17001,56189,UDP,91,Control,HTTP
19957,63758,ICMP,1261,Data,HTTP
42236,27728,ICMP,276,Data,HTTP
26953,4835,ICMP,294,Control,DNS
28714,10082,UDP,397,Data,FTP
55093,45008,ICMP,448,Control,HTTP
12640,17484,TCP,1061,Control,DNS
21143,2285,UDP,432,Data,FTP
48783,59506,UDP,813,Data,HTTP
34939,45506,ICMP,1097,Data,FTP
48631,59460,TCP,230,Control,FTP
24171,33089,ICMP,1319,Control,HTTP
6604,7365,ICMP,244,Data,DNS
64235,43273,TCP,293,Data,HTTP
53126,2603,TCP,972,Data,FTP
1072,49058,ICMP,438,Control,DNS
61470,8873,TCP,506,Control,FTP
14575,53604,TCP,273,Control,DNS
29656,61771,TCP,711,Data,FTP
3317,57545,TCP,1336,Control,FTP
13005,5102,ICMP,1149,Control,HTTP
19014,24170,ICMP,1340,Data,FTP
4235,56640,UDP,515,Control,DNS
4573,56468,ICMP,1039,Data,DNS
6816,48463,TCP,193,Control,DNS
59439,57052,ICMP,932,Control,DNS
46203,17119,ICMP,606,Control,DNS
30654,54752,TCP,284,Control,HTTP
9273,42553,ICMP,1101,Control,FTP
23688,25933,TCP,958,Control,HTTP
65082,54121,UDP,476,Data,HTTP
45020,25702,TCP,427,Control,HTTP
1706,18211,UDP,1303,Data,HTTP
1578,23476,UDP,142,Control,DNS
13820,5461,UDP,1430,Control,HTTP
62850,6436,ICMP,768,Control,FTP
12673,11236,TCP,398,Control,FTP
28838,31730,UDP,1326,Control,DNS
58737,25276,UDP,143,Data,HTTP
64334,60435,TCP,753,Control,FTP
41481,12565,ICMP,876,Data,HTTP
15666,64008,UDP,219,Control,FTP
54389,16351,UDP,516,Data,DNS
27356,16653,ICMP,1436,Data,DNS
39896,65214,TCP,1189,Data,HTTP
34374,18668,TCP,396,Control,DNS
8994,14588,TCP,117,Control,FTP
34340,16567,UDP,277,Data,FTP
15904,22977,ICMP,857,Data,HTTP
24135,25917,ICMP,255,Control,FTP
1292,60240,TCP,590,Data,DNS
35985,34103,TCP,850,Control,HTTP
24641,63519,UDP,1250,Control,FTP
36762,36247,TCP,1312,Control,DNS
57593,31408,ICMP,247,Data,DNS
26586,59057,TCP,1160,Control,DNS
35135,25327,TCP,101,Data,DNS
19772,31852,ICMP,477,Data,FTP
54024,13111,ICMP,147,Data,HTTP
49110,28418,UDP,1474,Data,HTTP
9281,41566,ICMP,1317,Data,FTP
51418,21992,TCP,622,Data,FTP
30359,55297,ICMP,1319,Control,DNS
54556,39139,TCP,1157,Control,HTTP
30939,45393,ICMP,807,Data,HTTP
64790,38563,UDP,132,Control,DNS
7808,47173,UDP,958,Control,FTP
54139,35220,ICMP,1236,Data,FTP
50411,11766,ICMP,1277,Data,HTTP
12908,29686,TCP,223,Control,DNS
59490,6509,TCP,117,Data,HTTP
49367,55248,ICMP,402,Control,HTTP
24794,37233,UDP,485,Data,HTTP
58246,33760,TCP,542,Data,HTTP
64443,46860,TCP,770,Data,HTTP
26954,61926,UDP,840,Control,DNS
9326,6566,UDP,719,Data,HTTP
54301,57322,UDP,1019,Control,DNS
35125,46173,TCP,1071,Data,FTP
36951,15925,ICMP,840,Control,FTP
21503,60740,TCP,1199,Control,DNS
17334,24025,ICMP,681,Control,FTP
28447,54384,ICMP,950,Control,FTP
30774,50602,ICMP,462,Data,FTP
6610,6091,ICMP,534,Control,HTTP
11024,35086,TCP,598,Control,FTP
12713,1866,UDP,1332,Data,DNS
44089,15027,ICMP,242,Control,FTP
44246,19340,TCP,1459,Data,HTTP
8032,37424,UDP,896,Data,DNS
11569,61376,TCP,862,Control,FTP
27512,50522,TCP,1399,Control,HTTP
27365,52776,UDP,1298,Control,DNS
38140,28867,UDP,1110,Control,FTP
56297,27255,ICMP,784,Data,HTTP
45457,33067,ICMP,610,Control,HTTP
47300,27728,ICMP,1421,Control,HTTP
35721,25232,UDP,509,Data,FTP
44585,25189,TCP,1006,Data,FTP
24123,10050,UDP,1004,Control,DNS
16348,2680,TCP,734,Control,DNS
11971,36582,TCP,1492,Control,HTTP
27945,4406,ICMP,282,Control,FTP
13839,30105,ICMP,716,Data,HTTP
63539,43108,UDP,1351,Control,HTTP
39623,39650,ICMP,260,Data,FTP
52255,29950,UDP,803,Data,HTTP
42446,23206,UDP,555,Control,FTP
14331,24388,ICMP,441,Data,HTTP
48914,47252,ICMP,796,Data,FTP
46590,59609,ICMP,1238,Data,HTTP
55977,11261,UDP,1398,Data,HTTP
56144,38547,ICMP,641,Data,FTP
18869,62373,ICMP,253,Data,DNS
28647,18726,UDP,815,Data,FTP
58684,46166,ICMP,378,Control,DNS
9439,45582,UDP,737,Control,FTP
9884,17473,UDP,772,Control,DNS
1661,3701,ICMP,1298,Data,FTP
3432,35566,UDP,928,Data,DNS
3088,7631,UDP,885,Control,DNS
36525,23330,ICMP,1465,Control,DNS
32521,50200,ICMP,517,Control,FTP
4172,59959,TCP,911,Control,FTP
36960,2664,TCP,1105,Data,FTP
25106,5014,ICMP,1084,Data,FTP
32619,57426,UDP,670,Control,FTP
34311,24246,TCP,1463,Data,HTTP
21002,8187,TCP,797,Control,DNS
33598,3676,ICMP,499,Control,HTTP
36352,11580,ICMP,1002,Data,HTTP
60997,23832,UDP,324,Control,DNS
4334,15915,UDP,542,Control,FTP
61132,34873,UDP,275,Control,HTTP
30725,34066,UDP,762,Control,HTTP
47214,22613,TCP,998,Control,FTP
24355,10144,ICMP,785,Control,FTP
5140,57595,ICMP,1360,Control,FTP
23687,26393,ICMP,873,Control,DNS
17456,13490,ICMP,531,Control,HTTP
39377,11656,ICMP,1296,Data,FTP
59811,8731,ICMP,124,Data,DNS
